Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,BsmtFinSF2_Cat,TieneEnclosedPorch,TieneScreenPorch,LotArea_Log,MSZoning,Alley,LotShape,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleCategory,HomeGarageType
1048,57.0,9245,5,5,1994,1995,0.0,686,0,304,990,990,0,0,990,0,1,1,0,3,1,5,0,1996.0,2,672,0,0,0,0,0,0,0,2,2008,145000,NoBsmtFinSF2,0,0,9.13194630454817,RL,NoAlley,Irregular,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Detchd
1049,100.0,21750,5,4,1960,2006,75.0,0,0,0,0,1771,0,0,1771,0,0,1,0,3,1,9,1,1960.0,2,336,0,0,0,0,0,0,0,11,2009,115000,NoBsmtFinSF2,0,0,9.987415012471414,RL,NoAlley,Reg,Inside,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,Fa,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Min1,TA,Unf,TA,TA,Y,NoPool,GdPrv,NoMisc,WD_Normal,20_Attchd
1050,60.0,11100,4,7,1946,2006,0.0,0,0,0,0,930,0,0,930,0,0,1,0,2,1,6,0,1946.0,1,308,0,0,0,0,0,0,0,4,2010,84900,NoBsmtFinSF2,0,0,9.314790473332646,RL,NoAlley,Reg,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,None,None,None,None,None,GasA,Ex,Y,SBrkr,Gd,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Abnorml,20_Detchd
1051,73.0,8993,7,5,2007,2007,0.0,0,0,1302,1302,1302,0,0,1302,0,0,2,0,3,1,6,0,2007.0,2,436,0,22,0,0,0,0,0,8,2007,176485,NoBsmtFinSF2,0,0,9.104312967330653,RL,NoAlley,IR1,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,New_Partial,20_Attchd
1052,103.0,11175,7,5,2007,2007,0.0,0,0,1316,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2007.0,2,440,0,20,0,0,0,0,0,10,2007,200141,NoBsmtFinSF2,0,0,9.321523900936798,RL,NoAlley,IR1,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,New_Partial,20_Attchd
1053,100.0,9500,6,6,1964,1978,272.0,442,0,374,816,1127,850,0,1977,0,1,1,1,4,1,9,1,1964.0,2,540,0,52,0,0,0,0,0,6,2007,165000,NoBsmtFinSF2,0,0,9.15915233520675,RL,NoAlley,Reg,Corner,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NoPool,GdPrv,NoMisc,WD_Normal,60_Attchd
1054,68.0,8562,5,6,1957,2002,145.0,383,0,833,1216,1526,0,0,1526,0,0,1,0,4,1,7,1,1957.0,1,364,116,78,0,0,0,0,0,5,2010,144500,NoBsmtFinSF2,0,0,9.055205875026193,RL,NoAlley,Reg,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,Ex,Y,FuseA,TA,Min2,Gd,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Basment
1055,90.0,11367,8,5,2002,2002,210.0,932,0,133,1065,1091,898,0,1989,1,0,2,1,3,1,7,1,2002.0,2,586,199,60,0,0,0,0,0,11,2006,255000,NoBsmtFinSF2,0,0,9.338557669776936,RL,NoAlley,Reg,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
1056,104.0,11361,6,5,1976,1976,160.0,644,0,549,1193,1523,0,0,1523,0,1,2,0,3,1,7,1,1976.0,2,478,0,0,0,0,189,0,0,5,2008,180000,NoBsmtFinSF2,0,1,9.338029733117072,RL,NoAlley,Reg,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NoPool,MnPrv,NoMisc,COD_Abnorml,20_Attchd
1057,43.0,7052,7,5,2005,2005,240.0,659,0,705,1364,1364,0,0,1364,1,0,2,0,2,1,6,1,2005.0,2,484,192,36,0,0,0,0,0,6,2006,185850,NoBsmtFinSF2,0,0,8.86120833720818,RL,NoAlley,IR1,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,120_Attchd
1058,69.0,29959,7,6,1994,1994,0.0,595,0,378,973,979,871,0,1850,0,0,2,1,3,1,7,1,1994.0,2,467,168,98,0,0,0,0,0,1,2009,248000,NoBsmtFinSF2,0,0,10.307618437631156,RL,NoAlley,Irregular,MultiFrontage,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_BuiltIn
1059,96.0,11308,9,5,2008,2008,154.0,936,0,168,1104,1130,1054,0,2184,1,0,2,1,3,1,10,1,2008.0,3,836,0,102,0,0,0,0,0,7,2009,335000,NoBsmtFinSF2,0,0,9.333354147871328,RL,NoAlley,IR1,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
1060,69.0,11275,6,7,1932,1950,480.0,297,557,0,854,1096,895,0,1991,0,0,1,1,3,1,7,1,1977.0,2,432,0,0,19,0,0,0,0,3,2007,220000,HasBsmtFinSF2,1,0,9.330431852234003,RL,NoAlley,IR1,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,Fa,Y,NoPool,NoFence,NoMisc,WD_Normal,50_Detchd
1061,41.0,4920,8,5,2001,2001,0.0,616,0,722,1338,1338,0,0,1338,1,0,2,0,2,1,6,0,2001.0,2,582,0,0,170,0,0,0,0,4,2010,213500,NoBsmtFinSF2,1,0,8.501267040865978,RL,NoAlley,Reg,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,120_Attchd
1062,120.0,18000,3,4,1935,1950,0.0,0,0,894,894,894,0,0,894,0,0,1,0,2,1,6,0,1994.0,3,1248,0,20,0,0,0,0,560,8,2008,81000,NoBsmtFinSF2,0,0,9.798182590890704,C (all),NoAlley,Reg,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,Shed,ConLD_Normal,30_Detchd
1063,85.0,13600,5,5,1900,1950,0.0,0,0,662,662,1422,915,0,2337,0,0,2,0,5,2,10,0,1945.0,2,560,0,57,0,0,0,0,0,9,2007,90000,NoBsmtFinSF2,0,0,9.517898598432753,RM,HasAlley,Reg,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Min2,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,190_Detchd
1064,50.0,6000,6,6,1925,1980,0.0,397,0,706,1103,1103,0,0,1103,0,0,1,0,2,1,5,1,1976.0,2,440,166,120,0,0,0,0,0,7,2006,110500,NoBsmtFinSF2,0,0,8.699681400989514,RM,NoAlley,Reg,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,30_Detchd
1065,69.0,11000,5,6,1966,1966,200.0,740,230,184,1154,1154,0,0,1154,0,0,1,1,3,1,6,1,1966.0,2,480,0,58,0,0,0,0,0,11,2009,154000,HasBsmtFinSF2,0,0,9.305741456739435,RL,NoAlley,IR1,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Po,RFn,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Attchd
1066,80.0,14000,7,5,1996,1997,0.0,1201,0,105,1306,1306,954,0,2260,1,0,2,1,3,1,7,0,1996.0,2,533,296,44,0,0,0,0,0,4,2010,328000,NoBsmtFinSF2,0,0,9.546884034617925,RL,NoAlley,Reg,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
1067,59.0,7837,6,7,1993,1994,0.0,0,0,799,799,799,772,0,1571,0,0,2,1,3,1,7,1,1993.0,2,380,0,40,0,0,0,0,0,5,2009,178000,NoBsmtFinSF2,0,0,8.966738978759576,RL,NoAlley,IR1,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
1068,80.0,9760,6,6,1964,1964,360.0,674,106,0,780,798,813,0,1611,1,0,1,1,4,1,7,0,1964.0,2,442,328,128,0,0,189,0,0,6,2008,167900,HasBsmtFinSF2,0,1,9.186150133174966,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,GLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
1069,42.0,3964,6,4,1973,1973,0.0,837,0,105,942,1291,1230,0,2521,1,0,2,1,5,1,10,1,1973.0,2,576,728,20,0,0,0,0,0,6,2006,151400,NoBsmtFinSF2,0,0,8.285261134068948,RM,NoAlley,Reg,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Maj1,Gd,Fin,TA,TA,Y,NoPool,GdPrv,NoMisc,WD_Normal,160_Attchd
1070,60.0,9600,5,7,1949,2003,0.0,220,0,625,845,893,0,0,893,0,1,1,0,2,1,4,0,1985.0,2,576,0,0,0,0,0,0,0,5,2007,135000,NoBsmtFinSF2,0,0,9.169622538697624,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,45_Detchd
1071,72.0,10152,5,5,1956,1956,120.0,586,0,462,1048,1048,0,0,1048,1,0,1,0,3,1,6,0,1956.0,1,286,0,20,0,0,192,0,0,6,2007,135000,NoBsmtFinSF2,0,1,9.225524507301223,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
1072,78.0,11700,6,6,1968,1968,0.0,298,0,429,727,829,727,0,1556,0,0,1,1,4,1,8,0,1968.0,2,441,0,0,0,0,0,0,0,5,2009,154000,NoBsmtFinSF2,0,0,9.367429587218957,RL,NoAlley,Reg,Inside,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
1073,50.0,7585,5,3,1948,1950,0.0,0,0,810,810,1002,454,0,1456,1,1,1,0,4,1,7,1,1954.0,1,280,0,0,0,0,0,0,0,8,2006,91500,NoBsmtFinSF2,0,0,8.934059722248843,RL,NoAlley,Reg,Inside,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Fa,Fa,Mn,Unf,Unf,GasA,Fa,Y,FuseA,TA,Typ,TA,Unf,TA,TA,P,NoPool,NoFence,NoMisc,WD_Normal,50_Detchd
1074,75.0,7950,6,6,1977,1977,140.0,535,0,155,690,698,728,0,1426,0,0,1,1,3,1,6,0,1977.0,2,440,252,0,0,0,0,0,0,7,2009,159500,NoBsmtFinSF2,0,0,8.981052985901483,RL,NoAlley,IR1,Corner,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Fin,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,60_Attchd
1075,74.0,8556,7,5,2006,2006,0.0,0,0,1240,1240,1240,0,0,1240,0,0,2,0,2,1,5,0,2006.0,3,826,140,93,0,0,0,0,0,5,2007,194000,NoBsmtFinSF2,0,0,9.054504940418054,RL,NoAlley,Reg,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
1076,75.0,13125,7,6,1940,1984,0.0,410,0,390,800,960,780,0,1740,0,0,1,1,3,1,6,2,1940.0,1,240,0,0,0,0,0,0,0,7,2007,219500,NoBsmtFinSF2,0,0,9.482350275033667,RL,NoAlley,Reg,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,CWD_Normal,70_Attchd
1077,60.0,10800,5,8,1936,1989,0.0,626,0,170,796,1096,370,0,1466,0,1,2,0,3,1,7,1,1950.0,2,566,436,21,0,0,0,0,500,4,2006,170000,NoBsmtFinSF2,0,0,9.287394001418473,RL,HasAlley,Reg,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Min1,TA,Unf,TA,TA,Y,NoPool,NoFence,Shed,WD_Normal,50_Attchd
1078,69.0,15870,5,5,1969,1969,0.0,75,791,230,1096,1096,0,0,1096,1,0,1,0,3,1,6,0,1969.0,1,299,240,32,0,0,0,0,0,3,2006,138800,HasBsmtFinSF2,0,0,9.672248823507559,RL,NoAlley,IR1,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Plywood,None,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,None,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Abnorml,20_Attchd
1079,37.0,4435,6,5,2004,2004,169.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2004.0,2,420,140,0,0,0,0,0,0,5,2006,155900,NoBsmtFinSF2,0,0,8.397508348470257,RM,NoAlley,Reg,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,120_Attchd
1080,65.0,8775,5,5,1994,1994,0.0,495,0,495,990,990,0,0,990,0,0,1,0,3,1,5,0,1996.0,1,299,0,64,0,0,0,0,0,4,2007,126000,NoBsmtFinSF2,0,0,9.079776001955066,RL,NoAlley,Reg,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
1081,80.0,11040,6,7,1971,2004,144.0,656,0,602,1258,1258,0,0,1258,0,1,2,0,3,1,5,0,1971.0,2,528,55,0,0,216,0,0,0,10,2008,145000,NoBsmtFinSF2,0,0,9.309370895439137,RL,NoAlley,Reg,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,COD_Abnorml,20_Attchd
1082,75.0,7500,5,5,1963,1963,0.0,824,0,216,1040,1040,0,0,1040,1,0,1,1,3,1,5,0,1963.0,1,308,0,0,220,0,0,0,0,6,2010,133000,NoBsmtFinSF2,1,0,8.922791623969637,RL,NoAlley,Reg,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,None,Fin,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Attchd
1083,70.0,8749,7,5,2002,2002,100.0,0,0,1459,1459,1459,0,0,1459,0,0,2,0,3,1,6,1,2002.0,2,527,192,39,0,0,0,0,0,9,2007,192000,NoBsmtFinSF2,0,0,9.07680897935166,RL,NoAlley,Reg,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
1084,80.0,8800,6,6,1964,1964,425.0,553,0,698,1251,1251,0,0,1251,1,0,1,0,3,1,6,2,1964.0,1,461,0,116,0,0,0,0,700,3,2006,160000,NoBsmtFinSF2,0,0,9.082620630373812,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NoPool,MnPrv,Shed,WD_Normal,20_Attchd
1085,69.0,13031,6,5,1995,1996,0.0,592,0,99,691,691,807,0,1498,0,0,2,1,3,1,6,1,1995.0,2,409,315,44,0,0,0,0,0,7,2006,187500,NoBsmtFinSF2,0,0,9.475163150281881,RL,NoAlley,Irregular,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
1086,73.0,9069,6,6,1992,1992,0.0,747,0,189,936,996,0,0,996,1,0,1,0,2,1,5,0,1992.0,2,564,120,0,0,0,0,0,0,4,2010,147000,NoBsmtFinSF2,0,0,9.112727543109182,RL,NoAlley,Reg,Inside,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,85_Attchd
1087,69.0,1974,4,5,1973,1973,0.0,334,0,212,546,546,546,0,1092,0,0,1,1,3,1,6,0,1973.0,1,286,120,96,0,0,0,0,0,5,2010,83500,NoBsmtFinSF2,0,0,7.5883236773352225,RM,NoAlley,Reg,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,160_Attchd
1088,85.0,10574,8,5,2005,2006,0.0,0,0,1082,1082,1082,871,0,1953,0,0,2,1,3,1,9,1,2005.0,3,1043,160,50,0,0,0,0,0,5,2009,252000,NoBsmtFinSF2,0,0,9.266248003914479,Comercial/Industrial,NoAlley,Reg,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
1089,24.0,2522,7,5,2004,2004,50.0,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,0,0,0,0,4,2006,137500,NoBsmtFinSF2,0,0,7.833203948641057,RM,NoAlley,Reg,Inside,Edwards,Norm,Norm,Duplex/Townhouse,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,160_Detchd
1090,37.0,3316,8,5,2005,2005,0.0,1039,0,208,1247,1247,0,0,1247,1,0,1,1,1,1,4,1,2005.0,2,550,0,84,0,0,0,0,0,4,2006,197000,NoBsmtFinSF2,0,0,8.106816038947052,Comercial/Industrial,HasAlley,IR1,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,120_Attchd
1091,60.0,8544,3,4,1950,1950,0.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1987.0,2,400,0,0,0,0,0,0,0,6,2009,92900,NoBsmtFinSF2,0,0,9.053101595549691,RL,NoAlley,Reg,Corner,NAmes,Norm,Norm,Duplex/Townhouse,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,Slab,None,None,None,None,None,Wall,Fa,N,FuseA,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,90_Detchd
1092,24.0,2160,7,5,1999,2000,212.0,510,0,90,600,624,628,0,1252,1,0,2,1,2,1,4,0,1999.0,2,462,0,48,0,0,0,0,0,3,2008,160000,NoBsmtFinSF2,0,0,7.6783263565068856,Comercial/Industrial,HasAlley,Reg,Inside,Somerst,Norm,Norm,Duplex/Townhouse,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,160_Detchd
1093,60.0,8400,6,5,1925,1950,0.0,423,0,758,1181,1390,304,0,1694,0,0,2,0,4,1,7,1,1925.0,2,576,342,0,128,0,0,0,0,6,2008,136500,NoBsmtFinSF2,1,0,9.036106025364846,RL,NoAlley,Reg,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,50_Detchd
1094,71.0,9230,5,8,1965,1998,166.0,661,0,203,864,1200,0,0,1200,1,0,1,1,1,1,6,0,1977.0,2,884,0,64,0,0,0,0,0,10,2006,146000,NoBsmtFinSF2,0,0,9.130322663990151,RL,NoAlley,Reg,Corner,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Detchd
1095,74.0,5868,5,7,1956,2000,0.0,248,240,448,936,936,0,0,936,1,0,1,0,2,1,4,0,1956.0,1,308,0,0,80,0,160,0,0,5,2010,129000,HasBsmtFinSF2,1,1,8.677439540558334,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,None,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
