Id,OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,BsmtFinSF1,2ndFlrSF,GarageCars,YearBuilt,GarageArea
2323,7,1119,835.0,1119,779.0,0,2.0,2004,437.0
2324,7,1374,384.0,744,192.0,630,2.0,2004,400.0
2325,7,1525,1510.0,1525,0.0,0,2.0,2006,534.0
2326,7,1394,384.0,754,0.0,640,2.0,2003,400.0
2327,7,1948,847.0,847,0.0,1101,2.0,2003,434.0
2328,7,1995,854.0,864,574.0,1131,2.0,2002,435.0
2329,6,1690,915.0,940,520.0,750,2.0,2000,442.0
2330,6,1644,941.0,961,0.0,683,2.0,1999,460.0
2331,8,2551,1779.0,1779,1181.0,772,3.0,1997,925.0
2332,9,3078,1408.0,1671,672.0,1407,3.0,1998,806.0
2333,8,2582,1389.0,1411,1048.0,1171,3.0,1998,758.0
2334,7,2385,1066.0,1108,0.0,1277,3.0,1998,600.0
2335,8,2202,1105.0,1105,335.0,1097,2.0,1992,517.0
2336,8,2538,1325.0,1335,1225.0,1203,3.0,1996,933.0
2337,7,1369,1369.0,1369,0.0,0,2.0,2007,605.0
2338,8,1542,1542.0,1542,1220.0,0,3.0,2007,852.0
2339,8,1534,1524.0,1534,28.0,0,2.0,2006,484.0
2340,10,1966,1966.0,1966,1572.0,0,3.0,2007,1092.0
2341,7,1528,1528.0,1528,0.0,0,2.0,2007,480.0
2342,8,1538,1538.0,1538,769.0,0,2.0,2005,484.0
2343,7,1506,1494.0,1506,778.0,0,2.0,2005,672.0
2344,7,1977,982.0,982,0.0,995,3.0,2006,574.0
2345,8,1830,1302.0,1302,0.0,528,3.0,2006,859.0
2346,8,1338,1338.0,1338,24.0,0,2.0,2007,598.0
2347,7,1335,1335.0,1335,0.0,0,2.0,2006,575.0
2348,8,1792,896.0,896,350.0,896,2.0,2007,590.0
2349,5,1588,725.0,725,0.0,863,2.0,2007,561.0
2350,8,1880,955.0,955,745.0,925,3.0,2007,880.0
2351,8,1584,1574.0,1584,0.0,0,2.0,2007,594.0
2352,8,1685,1685.0,1685,0.0,0,3.0,2006,658.0
2353,6,2443,1158.0,1158,0.0,1285,3.0,2004,744.0
2354,6,1100,1100.0,1100,0.0,0,0.0,2006,0.0
2355,7,1143,1143.0,1143,0.0,0,0.0,2006,0.0
2356,5,1094,1094.0,1094,729.0,0,2.0,2003,576.0
2357,7,1486,1461.0,1486,0.0,0,2.0,2006,566.0
2358,6,1820,864.0,920,480.0,900,2.0,1993,492.0
2359,6,1266,630.0,630,0.0,636,1.0,1980,283.0
2360,5,894,894.0,894,138.0,0,1.0,1977,308.0
2361,5,1040,1040.0,1040,812.0,0,2.0,1968,686.0
2362,7,2503,1223.0,1271,727.0,1232,2.0,1990,564.0
2363,5,1037,1037.0,1037,787.0,0,2.0,1974,431.0
2364,6,1055,1044.0,1055,968.0,0,2.0,1973,542.0
2365,8,1378,1378.0,1378,851.0,0,2.0,2004,540.0
2366,8,1151,1141.0,1151,60.0,0,2.0,2006,484.0
2367,8,1565,1511.0,1565,60.0,0,2.0,2006,476.0
2368,7,1352,1352.0,1352,937.0,0,2.0,2006,466.0
2369,8,1550,1550.0,1550,0.0,0,2.0,2006,528.0
2370,6,1501,744.0,757,565.0,744,2.0,1999,440.0
2371,6,1573,756.0,769,417.0,804,2.0,2000,440.0
2372,7,1358,1339.0,1358,0.0,0,2.0,1999,625.0
2373,8,2048,1054.0,1072,964.0,976,2.0,2003,552.0
2374,8,2362,1220.0,1220,901.0,1142,2.0,1998,1105.0
2375,8,1494,1494.0,1494,457.0,0,2.0,1994,478.0
2376,7,2362,2002.0,2362,1732.0,0,2.0,1980,546.0
2377,8,2497,2461.0,2497,1632.0,0,2.0,1981,676.0
2378,6,1152,912.0,1152,0.0,0,2.0,1968,412.0
2379,6,2411,1008.0,1403,915.0,1008,2.0,1970,570.0
2380,6,1082,973.0,1082,973.0,0,2.0,1969,480.0
2381,6,1295,1295.0,1295,910.0,0,2.0,1968,528.0
2382,7,1610,1124.0,1610,346.0,0,2.0,1972,515.0
2383,7,1594,1594.0,1594,0.0,0,2.0,1993,472.0
2384,7,2075,1148.0,1091,819.0,984,2.0,1993,473.0
2385,6,1093,1093.0,1093,792.0,0,2.0,1966,484.0
2386,6,1052,1052.0,1052,617.0,0,1.0,1963,311.0
2387,5,1107,949.0,1107,474.0,0,1.0,1967,308.0
2388,4,1224,0.0,1224,0.0,0,3.0,1964,530.0
2389,5,1074,894.0,1074,438.0,0,2.0,1956,396.0
2390,5,1187,864.0,1187,311.0,0,2.0,1961,440.0
2391,5,964,964.0,964,700.0,0,2.0,1961,784.0
2392,5,894,894.0,894,0.0,0,1.0,1960,312.0
2393,7,1200,1174.0,1200,654.0,0,2.0,1966,440.0
2394,6,1042,1042.0,1042,494.0,0,2.0,1965,440.0
2395,6,2154,845.0,845,414.0,1309,2.0,1964,539.0
2396,6,1374,1130.0,1374,54.0,0,1.0,1964,286.0
2397,6,1652,1592.0,1652,1386.0,0,2.0,1959,510.0
2398,5,908,822.0,908,130.0,0,2.0,1940,512.0
2399,3,666,666.0,666,299.0,0,0.0,1946,0.0
2400,3,670,370.0,442,144.0,228,0.0,1945,0.0
2401,5,808,808.0,808,150.0,0,1.0,1958,308.0
2402,5,1150,1078.0,1150,368.0,0,1.0,1955,288.0
2403,5,1560,1560.0,1560,0.0,0,3.0,1968,792.0
2404,5,1280,793.0,1280,602.0,0,2.0,1966,432.0
2405,6,1254,1218.0,1254,600.0,0,2.0,1961,525.0
2406,6,936,936.0,936,873.0,0,1.0,1957,315.0
2407,5,1008,1008.0,1008,908.0,0,1.0,1956,308.0
2408,5,1053,1053.0,1053,288.0,0,2.0,1963,692.0
2409,5,1144,1144.0,1144,0.0,0,1.0,1960,336.0
2410,6,1721,1331.0,1721,668.0,0,2.0,1957,464.0
2411,5,922,922.0,922,512.0,0,1.0,1957,308.0
2412,5,1411,1204.0,1411,780.0,0,1.0,1955,310.0
2413,5,1216,1216.0,1216,288.0,0,1.0,1955,336.0
2414,5,1154,864.0,1154,408.0,0,1.0,1953,336.0
2415,5,1560,1560.0,1560,0.0,0,2.0,1958,484.0
2416,6,948,948.0,948,441.0,0,2.0,1952,410.0
2417,6,1040,1040.0,1040,85.0,0,1.0,1953,293.0
2418,5,925,925.0,925,114.0,0,1.0,1956,252.0
2419,4,1540,1190.0,1040,150.0,500,1.0,1955,352.0
2420,5,925,923.0,925,793.0,0,1.0,1955,390.0
2421,4,1647,1105.0,1647,595.0,0,1.0,1953,280.0
2422,5,924,924.0,924,292.0,0,1.0,1952,420.0
2423,4,1544,925.0,1000,0.0,544,0.0,1890,0.0
2424,5,1728,1216.0,1216,198.0,0,1.0,1953,371.0
2425,5,3086,666.0,1308,0.0,1778,3.0,1935,1200.0
2426,4,1281,1151.0,845,1030.0,436,2.0,1925,580.0
2427,5,1534,736.0,751,0.0,783,0.0,1895,0.0
2428,7,1651,725.0,1035,242.0,616,1.0,1963,276.0
2429,5,888,920.0,888,192.0,0,1.0,1961,240.0
2430,6,952,952.0,952,952.0,0,1.0,1968,288.0
2431,5,1238,864.0,1238,432.0,0,1.0,1950,357.0
2432,5,1040,1040.0,1040,574.0,0,1.0,1959,286.0
2433,5,1170,1170.0,1170,625.0,0,1.0,1958,338.0
2434,5,1242,1242.0,1242,739.0,0,1.0,1960,324.0
2435,5,1377,1377.0,1377,1098.0,0,1.0,1960,351.0
2436,5,925,0.0,925,0.0,0,1.0,1961,300.0
2437,5,864,864.0,864,110.0,0,1.0,1962,294.0
2438,5,936,896.0,936,734.0,0,1.0,1962,288.0
2439,5,960,850.0,960,0.0,0,2.0,1926,576.0
2440,6,1296,845.0,866,276.0,430,2.0,1927,576.0
2441,5,1022,1022.0,1022,782.0,0,1.0,1922,184.0
2442,5,967,967.0,967,0.0,0,1.0,1920,180.0
2443,5,1072,808.0,1072,0.0,0,2.0,1940,379.0
2444,5,1174,680.0,680,130.0,494,2.0,1900,576.0
2445,4,1141,570.0,761,122.0,380,1.0,1900,252.0
2446,4,1798,1075.0,1156,0.0,642,2.0,1900,342.0
2447,8,1772,725.0,909,0.0,863,2.0,1910,816.0
2448,6,1642,728.0,914,196.0,728,1.0,1927,374.0
2449,5,1232,616.0,616,168.0,616,2.0,1910,480.0
2450,6,1650,926.0,991,259.0,659,2.0,1910,468.0
2451,5,1358,687.0,687,316.0,671,1.0,1930,336.0
2452,7,2454,819.0,1312,0.0,1142,2.0,1879,576.0
2453,4,968,0.0,968,0.0,0,1.0,1956,331.0
2454,4,1382,0.0,1382,0.0,0,1.0,1949,384.0
2455,5,1060,756.0,916,317.0,144,1.0,1925,308.0
2456,5,1435,910.0,910,910.0,525,1.0,1950,308.0
2457,5,1274,728.0,728,306.0,546,1.0,1939,224.0
2458,6,1232,600.0,608,276.0,624,1.0,1939,217.0
2459,5,884,884.0,884,0.0,0,1.0,1939,240.0
2460,6,1409,861.0,861,52.0,548,2.0,1938,528.0
2461,5,1322,672.0,899,48.0,423,1.0,1939,280.0
2462,5,1426,966.0,1014,0.0,412,1.0,1930,230.0
2463,5,1281,756.0,903,351.0,378,2.0,1926,379.0
2464,6,2264,1100.0,1100,0.0,1164,1.0,1918,408.0
2465,6,1376,768.0,752,0.0,624,2.0,1920,576.0
2466,5,1316,750.0,960,0.0,356,2.0,1926,576.0
2467,7,1344,672.0,672,336.0,672,2.0,1929,456.0
2468,5,1173,592.0,933,0.0,240,1.0,1901,240.0
2469,5,1214,969.0,969,0.0,245,1.0,1901,216.0
2470,6,2294,741.0,1497,375.0,797,2.0,1963,658.0
2471,7,1952,976.0,976,354.0,976,1.0,1950,299.0
2472,6,2180,1138.0,1138,375.0,1042,2.0,1915,720.0
2473,4,1315,808.0,838,681.0,477,2.0,1958,436.0
2474,4,1484,771.0,866,0.0,504,1.0,1910,264.0
2475,7,2267,1005.0,1262,288.0,1005,2.0,1937,498.0
2476,5,1282,672.0,778,485.0,504,1.0,1942,240.0
2477,5,999,925.0,999,925.0,0,1.0,1963,308.0
2478,5,1452,1420.0,1452,785.0,0,2.0,1964,572.0
2479,4,1005,1005.0,1005,513.0,0,2.0,1964,440.0
2480,5,1020,980.0,1020,68.0,0,2.0,1964,528.0
2481,5,1040,1040.0,1040,249.0,0,1.0,1966,264.0
2482,5,868,768.0,868,748.0,0,2.0,1971,576.0
2483,5,897,876.0,897,168.0,0,1.0,1968,264.0
2484,5,943,943.0,943,114.0,0,2.0,1967,528.0
2485,5,912,912.0,912,216.0,0,1.0,1966,315.0
2486,5,1375,1240.0,1375,386.0,0,1.0,1956,323.0
2487,5,2654,671.0,1567,267.0,1087,2.0,1920,638.0
2488,7,1302,680.0,798,258.0,504,1.0,1940,224.0
2489,6,1299,967.0,1299,736.0,0,2.0,1954,494.0
2490,5,1176,1158.0,1176,190.0,0,1.0,1958,303.0
2491,4,998,0.0,998,0.0,0,2.0,1945,460.0
2492,6,1522,1190.0,1522,299.0,0,2.0,1984,552.0
2493,5,1325,409.0,1325,300.0,0,2.0,1948,576.0
2494,5,1630,1073.0,1630,587.0,0,2.0,1953,649.0
2495,4,1242,484.0,1242,0.0,0,1.0,1946,336.0
2496,6,2422,1288.0,2422,353.0,0,2.0,1954,527.0
2497,6,1626,988.0,988,491.0,638,1.0,1954,332.0
2498,5,864,864.0,864,453.0,0,1.0,1958,399.0
2499,4,943,0.0,943,0.0,0,1.0,1958,308.0
2500,5,1038,1038.0,1038,283.0,0,1.0,1984,264.0
2501,5,1342,1342.0,1342,557.0,0,1.0,1951,256.0
2502,5,1480,1080.0,1080,1080.0,400,1.0,1951,253.0
2503,4,1362,951.0,986,0.0,376,1.0,1920,280.0
2504,6,1822,1105.0,1105,0.0,717,2.0,1984,515.0
2505,7,1958,779.0,1029,497.0,929,2.0,1994,499.0
2506,8,1651,1643.0,1651,0.0,0,3.0,2007,870.0
2507,8,2140,2140.0,2140,0.0,0,3.0,2006,894.0
2508,8,1651,1643.0,1651,0.0,0,3.0,2007,870.0
2509,7,1546,1546.0,1546,20.0,0,3.0,2005,796.0
2510,8,1500,1489.0,1500,36.0,0,2.0,2006,674.0
2511,7,1270,1270.0,1270,0.0,0,2.0,2005,524.0
2512,7,1795,879.0,879,0.0,916,2.0,2005,578.0
2513,7,1873,929.0,946,608.0,927,2.0,1988,619.0
2514,8,1743,966.0,1743,51.0,0,2.0,1976,529.0
2515,5,1022,1022.0,1022,550.0,0,2.0,1994,747.0
2516,6,1308,635.0,646,539.0,662,2.0,1997,497.0
2517,5,990,990.0,990,420.0,0,1.0,1994,384.0
2518,5,1097,1097.0,1097,549.0,0,1.0,1996,242.0
2519,7,1873,988.0,988,342.0,885,2.0,1999,597.0
2520,7,1753,853.0,853,638.0,900,2.0,1998,534.0
2521,7,1690,845.0,845,0.0,845,2.0,2001,517.0
2522,7,1842,985.0,985,841.0,857,2.0,2000,486.0
2523,5,894,864.0,894,663.0,0,2.0,1974,440.0
2524,5,1025,1015.0,1025,502.0,0,2.0,1976,370.0
2525,5,1009,995.0,1009,755.0,0,2.0,1977,576.0
2526,5,1040,1040.0,1040,539.0,0,2.0,1977,748.0
2527,5,907,876.0,907,60.0,0,1.0,1977,308.0
2528,5,879,864.0,879,330.0,0,2.0,1975,440.0
2529,5,864,864.0,864,671.0,0,2.0,1972,576.0
2530,4,875,385.0,875,385.0,0,2.0,1972,728.0
2531,7,1673,1673.0,1673,1412.0,0,2.0,2000,583.0
2532,7,1932,979.0,992,654.0,940,2.0,2003,610.0
2533,7,1729,860.0,860,0.0,869,2.0,2002,542.0
2534,8,1592,1556.0,1592,408.0,0,2.0,1994,484.0
2535,8,2439,1531.0,1531,1198.0,908,2.0,2001,560.0
2536,7,1992,860.0,1212,762.0,780,2.0,1996,608.0
2537,8,1341,1341.0,1341,915.0,0,2.0,1999,482.0
2538,7,1476,738.0,738,0.0,738,2.0,2007,552.0
2539,7,1190,1169.0,1190,709.0,0,2.0,2005,578.0
2540,6,1330,1330.0,1330,0.0,0,2.0,2006,437.0
2541,7,1491,738.0,738,0.0,753,2.0,2006,484.0
2542,5,1536,768.0,768,0.0,768,2.0,2005,400.0
2543,5,936,936.0,936,936.0,0,1.0,1967,384.0
2544,4,1088,1088.0,1088,132.0,0,2.0,1963,520.0
2545,5,1351,901.0,901,130.0,450,2.0,1925,576.0
2546,6,1179,1179.0,1179,0.0,0,2.0,1960,622.0
2547,6,1044,960.0,1044,504.0,0,2.0,1976,528.0
2548,5,2233,0.0,1100,0.0,1133,2.0,1979,579.0
2549,5,1408,734.0,734,611.0,674,2.0,2005,489.0
2550,10,5095,5095.0,5095,4010.0,0,3.0,2008,1154.0
2551,6,1072,547.0,1072,467.0,0,2.0,2005,525.0
2552,5,960,960.0,960,77.0,0,1.0,1959,392.0
2553,4,1152,0.0,1152,0.0,0,0.0,1955,0.0
2554,5,1195,1195.0,1195,0.0,0,0.0,1946,0.0
2555,6,865,660.0,740,144.0,125,1.0,1920,216.0
2556,4,768,768.0,768,544.0,0,1.0,1955,355.0
2557,4,864,864.0,864,682.0,0,2.0,1955,528.0
2558,5,2592,1296.0,1296,371.0,1296,0.0,1923,0.0
2559,5,1422,1290.0,1422,319.0,0,1.0,1926,352.0
2560,6,1298,651.0,759,113.0,539,1.0,1921,240.0
2561,7,1098,531.0,567,246.0,531,1.0,1930,216.0
2562,6,1436,585.0,851,0.0,585,1.0,1921,228.0
2563,6,1461,686.0,686,0.0,775,1.0,1926,225.0
2564,7,1718,851.0,867,0.0,851,2.0,1927,264.0
2565,5,1226,0.0,1226,0.0,0,2.0,1951,400.0
2566,4,1755,930.0,1230,189.0,525,1.0,1930,231.0
2567,5,1355,728.0,760,533.0,595,2.0,1941,528.0
2568,6,1560,1560.0,1560,540.0,0,2.0,1960,580.0
2569,6,1488,1488.0,1488,813.0,0,2.0,1968,552.0
2570,6,1045,516.0,529,330.0,516,2.0,1980,462.0
2571,4,1680,1680.0,1680,0.0,0,2.0,1995,628.0
2572,8,1020,1004.0,1020,577.0,0,2.0,1988,509.0
2573,7,1696,1696.0,1696,434.0,0,2.0,1971,625.0
2574,8,2726,279.0,2726,0.0,0,2.0,1986,691.0
2575,6,1215,720.0,720,375.0,495,2.0,1940,720.0
2576,5,1601,936.0,936,0.0,665,0.0,1925,0.0
2577,5,1828,859.0,942,548.0,886,0.0,1923,0.0
2578,5,816,816.0,816,0.0,0,1.0,1922,100.0
2579,2,845,0.0,640,0.0,0,1.0,1939,256.0
2580,5,1991,957.0,1034,0.0,957,0.0,1895,0.0
2581,4,1073,1073.0,1073,967.0,0,2.0,1957,720.0
2582,5,1001,837.0,1001,737.0,0,1.0,1930,216.0
2583,8,1625,1573.0,1625,1573.0,0,2.0,2006,495.0
2584,6,1299,1001.0,1299,1001.0,0,2.0,1979,486.0
2585,5,1392,1441.0,1392,585.0,0,3.0,2002,650.0
2586,7,1409,1409.0,1409,1392.0,0,2.0,2002,576.0
2587,7,1478,1454.0,1478,1239.0,0,2.0,1991,506.0
2588,7,918,852.0,918,224.0,0,1.0,1975,360.0
2589,6,1026,970.0,1026,924.0,0,2.0,1974,528.0
2590,7,1501,1501.0,1501,949.0,0,2.0,1987,512.0
2591,6,2279,585.0,2279,0.0,0,2.0,1958,461.0
2592,7,1689,1689.0,1689,0.0,0,2.0,2006,433.0
2593,8,1564,1546.0,1564,583.0,0,2.0,2006,502.0
2594,7,1240,1265.0,1240,215.0,0,2.0,1985,528.0
2595,8,1312,1267.0,1312,250.0,0,2.0,2001,471.0
2596,8,1922,1922.0,1922,1329.0,0,3.0,2002,692.0
2597,6,1491,1491.0,1491,0.0,0,2.0,1996,571.0
2598,7,2486,1122.0,1146,766.0,1340,2.0,2003,452.0
2599,10,1824,1824.0,1824,0.0,0,3.0,2006,932.0
2600,3,2034,0.0,2034,0.0,0,4.0,1953,1041.0
2601,6,936,920.0,936,16.0,0,2.0,1996,460.0
2602,4,1092,546.0,546,252.0,546,1.0,1972,253.0
2603,4,992,530.0,530,503.0,462,1.0,1970,297.0
2604,4,1092,546.0,546,384.0,546,0.0,1970,0.0
2605,4,1092,546.0,546,0.0,546,1.0,1976,286.0
2606,5,1008,923.0,1008,923.0,0,2.0,1977,678.0
2607,6,1356,1244.0,1356,1148.0,0,2.0,1977,528.0
2608,5,1676,1160.0,1676,1112.0,0,2.0,1977,672.0
2609,5,1432,716.0,716,531.0,716,2.0,1977,531.0
2610,5,796,796.0,796,796.0,0,0.0,1971,0.0
2611,4,1608,1396.0,1608,811.0,0,1.0,1961,444.0
2612,5,1178,1090.0,1178,1090.0,0,2.0,1976,502.0
2613,5,816,816.0,816,596.0,0,1.0,1983,264.0
2614,5,887,864.0,887,516.0,0,1.0,1984,288.0
2615,6,1293,1178.0,1293,468.0,0,2.0,1954,452.0
2616,6,1024,1008.0,1024,773.0,0,1.0,1956,313.0
2617,5,1797,1617.0,1797,1127.0,0,3.0,1957,963.0
2618,6,1390,1705.0,1390,1110.0,0,2.0,1957,550.0
2619,7,1851,1851.0,1851,0.0,0,2.0,1969,506.0
2620,6,1525,813.0,813,700.0,712,2.0,1997,400.0
2621,6,1671,781.0,781,0.0,890,2.0,1995,423.0
2622,6,1776,821.0,821,0.0,955,2.0,1996,443.0
2623,8,2064,1074.0,1074,0.0,990,2.0,2005,527.0
2624,7,2212,1700.0,1700,60.0,512,3.0,2005,773.0
2625,8,2687,2062.0,2079,0.0,608,2.0,1994,618.0
2626,6,1169,1160.0,1169,705.0,0,2.0,1993,402.0
2627,8,1204,1191.0,1204,0.0,0,2.0,1987,461.0
2628,9,2798,1398.0,1414,1218.0,1384,3.0,2005,670.0
2629,10,3390,1528.0,1528,0.0,1862,3.0,2006,758.0
2630,9,2473,1094.0,1102,205.0,1371,3.0,2006,675.0
2631,10,2698,1850.0,1850,1206.0,848,3.0,2006,736.0
2632,9,2795,1390.0,1390,0.0,1405,3.0,2005,660.0
2633,9,1714,1714.0,1714,1191.0,0,2.0,2005,517.0
2634,9,2000,1910.0,2000,1416.0,0,3.0,2005,722.0
2635,6,1102,988.0,1102,850.0,0,2.0,1980,582.0
2636,7,1857,945.0,945,0.0,912,2.0,1978,482.0
2637,7,1083,1047.0,1083,1005.0,0,2.0,1976,596.0
2638,7,2318,960.0,960,788.0,1358,2.0,2005,541.0
2639,6,1875,675.0,1109,548.0,766,2.0,1975,485.0
2640,6,1103,1103.0,1103,755.0,0,2.0,1974,462.0
2641,4,874,864.0,874,20.0,0,2.0,1971,576.0
2642,6,1419,1487.0,1419,951.0,0,2.0,2002,543.0
2643,6,1092,525.0,525,0.0,567,2.0,1973,440.0
2644,5,1365,765.0,765,402.0,600,2.0,1973,440.0
2645,6,1030,494.0,494,282.0,536,1.0,1972,264.0
2646,6,948,483.0,483,276.0,465,1.0,1972,264.0
2647,6,1092,525.0,525,382.0,567,1.0,1972,264.0
2648,6,1069,1069.0,1069,727.0,0,2.0,1975,440.0
2649,5,1387,943.0,1387,373.0,0,1.0,1967,300.0
2650,7,1055,1055.0,1055,120.0,0,1.0,1976,319.0
2651,6,1456,855.0,855,70.0,601,2.0,1976,460.0
2652,9,2589,1738.0,1738,1369.0,851,3.0,2006,831.0
2653,8,1618,1618.0,1618,0.0,0,3.0,2004,880.0
2654,7,1740,1721.0,1740,0.0,0,3.0,2006,874.0
2655,9,1868,1868.0,1868,1505.0,0,3.0,2005,1085.0
2656,9,2206,1090.0,1117,0.0,1089,3.0,2005,670.0
2657,9,2091,1606.0,1625,1290.0,466,2.0,2005,521.0
2658,8,2253,1209.0,1209,0.0,1044,2.0,2005,575.0
2659,8,2389,1054.0,1054,0.0,1335,3.0,2006,672.0
2660,8,2358,1524.0,1544,880.0,814,3.0,2005,784.0
2661,9,1792,1792.0,1792,1232.0,0,3.0,2005,925.0
2662,9,1780,1780.0,1780,1383.0,0,3.0,2004,816.0
2663,8,1914,1420.0,1426,994.0,488,3.0,2004,746.0
2664,9,1565,1560.0,1565,472.0,0,2.0,2005,556.0
2665,9,1686,1686.0,1686,1023.0,0,3.0,2006,899.0
2666,9,1666,1666.0,1666,415.0,0,2.0,2006,575.0
2667,6,1456,728.0,728,0.0,728,2.0,2005,390.0
2668,7,1492,738.0,738,0.0,754,2.0,2006,440.0
2669,6,1326,1326.0,1326,0.0,0,2.0,2006,427.0
2670,8,2373,1052.0,1052,0.0,1321,3.0,2004,632.0
2671,7,1492,738.0,738,0.0,754,2.0,2006,440.0
2672,7,1364,1220.0,1364,453.0,0,2.0,2006,437.0
2673,7,1511,1368.0,1511,1038.0,0,2.0,2002,398.0
2674,7,1548,1365.0,1548,1059.0,0,2.0,2004,388.0
2675,7,1142,1142.0,1142,16.0,0,2.0,2005,440.0
2676,7,1598,848.0,848,0.0,750,2.0,2004,433.0
2677,6,1889,982.0,1008,732.0,881,2.0,2000,431.0
2678,7,2322,1035.0,1082,0.0,1240,3.0,2006,617.0
2679,8,1976,1044.0,1079,791.0,897,3.0,1998,885.0
2680,8,2234,1160.0,1205,505.0,1029,3.0,2000,768.0
2681,9,2855,1540.0,1540,1182.0,1315,3.0,2000,774.0
2682,8,2726,1342.0,1358,527.0,1368,3.0,1995,725.0
2683,9,3500,1733.0,1933,292.0,1567,3.0,1993,959.0
2684,8,2494,1290.0,1305,380.0,1189,3.0,1994,803.0
2685,8,2799,1286.0,1565,247.0,1234,3.0,1993,704.0
2686,8,1964,1100.0,1116,0.0,848,2.0,2005,760.0
2687,8,1670,1670.0,1670,1562.0,0,3.0,2006,928.0
2688,8,1504,1504.0,1504,0.0,0,2.0,2006,510.0
2689,8,1278,1278.0,1278,24.0,0,2.0,2006,584.0
2690,9,2640,2036.0,2036,1836.0,604,3.0,2006,792.0
2691,6,1716,858.0,858,0.0,858,2.0,2005,615.0
2692,6,1142,1142.0,1142,24.0,0,0.0,2005,0.0
2693,7,1400,1400.0,1400,0.0,0,2.0,2005,612.0
2694,6,1131,1131.0,1131,0.0,0,0.0,2005,0.0
2695,7,1686,891.0,891,0.0,795,2.0,2005,462.0
2696,7,1585,784.0,831,0.0,754,2.0,2005,449.0
2697,6,1837,941.0,941,0.0,896,2.0,1997,688.0
2698,6,1731,836.0,844,758.0,887,2.0,1992,462.0
2699,6,1398,1398.0,1398,904.0,0,2.0,1990,542.0
2700,6,1217,1217.0,1217,278.0,0,2.0,1991,484.0
2701,6,1320,636.0,636,274.0,684,2.0,1994,472.0
2702,5,988,988.0,988,36.0,0,2.0,1962,624.0
2703,6,1654,0.0,1286,0.0,368,2.0,1977,528.0
2704,5,1211,864.0,1211,612.0,0,2.0,1962,576.0
2705,5,984,984.0,984,554.0,0,1.0,1965,310.0
2706,5,909,882.0,909,162.0,0,1.0,1968,294.0
2707,5,925,925.0,925,181.0,0,2.0,1963,484.0
2708,5,1024,1024.0,1024,712.0,0,1.0,1965,308.0
2709,5,912,912.0,912,644.0,0,0.0,1964,0.0
2710,5,941,912.0,941,659.0,0,1.0,1967,288.0
2711,7,2646,1748.0,2151,1023.0,495,2.0,1974,550.0
2712,8,2826,1334.0,1520,1118.0,1306,3.0,1992,888.0
2713,7,1143,1143.0,1143,0.0,0,2.0,2004,588.0
2714,7,1223,600.0,520,0.0,623,2.0,2005,480.0
2715,6,1524,756.0,768,353.0,756,2.0,2000,440.0
2716,7,1080,530.0,530,0.0,550,2.0,2003,496.0
2717,7,1694,569.0,854,0.0,840,1.0,1997,434.0
2718,8,1568,1568.0,1568,0.0,0,2.0,2001,564.0
2719,5,1193,1153.0,1193,962.0,0,2.0,1972,501.0
2720,7,1334,1334.0,1334,553.0,0,2.0,1967,477.0
2721,5,1051,1051.0,1051,758.0,0,2.0,1968,504.0
2722,5,1770,900.0,884,361.0,886,2.0,1968,530.0
2723,6,976,976.0,976,760.0,0,2.0,1968,504.0
2724,5,898,833.0,898,744.0,0,1.0,1968,326.0
2725,5,1051,1051.0,1051,799.0,0,1.0,1966,264.0
2726,5,1141,1141.0,1141,602.0,0,1.0,1967,568.0
2727,6,1565,1187.0,1565,901.0,0,1.0,1965,299.0
2728,6,1488,1008.0,1488,260.0,0,2.0,1964,430.0
2729,5,1440,720.0,720,360.0,720,2.0,1964,480.0
2730,5,1248,1248.0,1248,632.0,0,1.0,1960,286.0
2731,6,816,816.0,816,574.0,0,1.0,1934,240.0
2732,5,1043,938.0,1043,0.0,0,1.0,1947,273.0
2733,5,1433,1251.0,1433,915.0,0,2.0,1961,441.0
2734,5,1624,1444.0,1624,40.0,0,1.0,1952,240.0
2735,5,1216,1056.0,1216,996.0,0,1.0,1951,280.0
2736,5,1728,704.0,1024,0.0,704,1.0,1949,234.0
2737,5,936,936.0,936,486.0,0,1.0,1954,240.0
2738,5,1584,1584.0,1584,0.0,0,2.0,1967,506.0
2739,6,1246,1246.0,1246,939.0,0,2.0,1964,441.0
2740,6,1008,1008.0,1008,0.0,0,2.0,1963,430.0
2741,5,1364,1179.0,1364,623.0,0,1.0,1957,331.0
2742,6,1336,1121.0,1336,203.0,0,2.0,1958,488.0
2743,5,1370,1058.0,1370,678.0,0,1.0,1956,300.0
2744,6,1124,1124.0,1124,914.0,0,1.0,1956,353.0
2745,6,1050,1050.0,1050,824.0,0,1.0,1954,286.0
2746,5,1008,1008.0,1008,658.0,0,1.0,1952,280.0
2747,6,1575,216.0,1575,0.0,0,2.0,1951,400.0
2748,5,1145,301.0,1145,271.0,0,2.0,1956,684.0
2749,5,1005,1005.0,1005,488.0,0,1.0,1956,319.0
2750,5,1056,1056.0,1056,144.0,0,1.0,1955,300.0
2751,5,884,884.0,884,741.0,0,1.0,1951,270.0
2752,7,2039,929.0,2039,0.0,0,3.0,1941,791.0
2753,5,1384,1015.0,1384,494.0,0,2.0,1956,896.0
2754,5,2640,2171.0,1392,1018.0,1248,3.0,1925,1008.0
