SalePrice,OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,BsmtFinSF1,2ndFlrSF,GarageCars,YearBuilt,GarageArea
116900,7,1111,572,572,0,539,1,1926,288
143000,7,1482,650,832,624,650,2,1920,324
124000,6,932,932,932,0,0,1,1950,306
149900,5,1466,1466,1466,176,0,2,1959,528
230000,6,1811,1073,1811,296,0,2,1956,470
120500,6,816,816,816,538,0,1,1930,432
201800,7,1820,864,902,454,918,2,1965,492
218000,5,1437,1437,1437,1157,0,2,1976,528
179900,5,1265,1219,1265,633,0,2,1965,502
230000,7,1314,1314,1314,904,0,2,2007,626
235128,8,1580,1580,1580,0,0,3,2007,830
185000,6,1876,901,943,442,933,2,1974,540
146000,6,1456,855,855,311,601,2,1978,440
224000,6,1640,1296,1640,728,0,2,1954,924
129000,5,894,894,894,492,0,2,1968,450
108959,4,1258,1198,1258,1198,0,2,1969,400
194000,5,1432,1360,1432,680,0,2,1978,588
233170,7,1502,1502,1502,0,0,2,2009,644
245350,8,1694,1694,1694,0,0,3,2008,776
173000,6,1671,959,959,786,712,2,2000,472
235000,6,2108,1127,1236,626,872,2,1935,540
625000,10,3627,1930,1831,1387,1796,3,1995,807
171000,6,1118,1096,1118,522,0,1,1977,358
163000,6,1261,1261,1261,662,0,2,1958,433
171900,7,1250,625,625,0,625,2,2006,625
200500,5,3086,1598,1636,152,971,0,1946,0
239000,6,2345,952,1170,503,1175,2,1932,360
285000,8,2872,1683,2129,700,743,2,1992,541
119500,5,923,876,923,658,0,1,1984,264
115000,6,1224,818,818,468,406,1,1926,210
154900,5,1343,731,820,0,523,1,1921,186
93000,5,1124,0,1124,0,0,0,1954,0
250000,7,2514,1216,1298,1216,1216,2,1990,693
392500,8,1652,1600,1652,1480,0,2,2008,482
745000,10,4476,2396,2411,2096,2065,3,1996,813
120000,5,1130,1120,1130,821,0,2,1920,720
186700,5,1572,1572,1572,1159,0,3,1963,995
104900,5,1221,784,949,392,272,1,1924,392
95000,3,1699,978,1014,440,685,2,1900,420
262000,8,1624,1624,1624,1456,0,3,1994,757
195000,7,1660,831,831,0,829,2,2002,493
189000,7,1804,994,1028,0,776,2,1999,442
168000,4,1622,1249,1622,1159,0,4,1961,1356
174000,8,1441,776,764,0,677,2,1999,492
125000,5,1472,702,842,0,630,1,1925,250
165000,6,1224,1224,1224,883,0,2,1999,402
158000,6,1352,663,663,371,689,1,1969,299
176000,6,1456,728,728,0,728,2,2005,400
219210,7,1863,879,879,0,984,3,2006,660
144000,7,1690,815,815,0,875,1,1916,225
178000,7,1212,1212,1212,0,0,2,2001,573
148000,4,1382,1051,1382,547,0,2,1963,459
116050,4,864,864,864,0,0,1,1970,280
197900,7,1779,866,866,0,913,2,1998,546
117000,5,1348,884,884,0,464,1,1925,216
213000,7,1630,1630,1630,0,0,2,2000,451
153500,5,1074,1056,1074,788,0,2,1975,495
271900,7,2196,2158,2196,485,0,3,1990,701
107000,4,1056,1056,1056,1056,0,1,1966,384
200000,6,1700,1682,1700,340,0,2,2003,544
140000,5,1283,931,1283,504,0,2,1962,506
290000,8,1660,1660,1660,1220,0,2,2006,500
189000,6,1845,1055,1055,0,790,2,1992,462
164000,8,1752,559,1080,427,672,2,1988,492
113000,4,672,672,672,344,0,1,1941,234
145000,4,960,648,960,648,0,1,1965,364
134500,5,999,925,999,784,0,1,1962,300
125000,5,894,894,894,180,0,1,1966,384
112000,6,1902,0,1318,0,584,2,1978,539
229456,8,1314,1300,1314,936,0,2,2009,552
80500,4,912,0,672,0,240,0,1947,0
91500,6,1218,672,672,0,546,0,1971,0
115000,5,912,912,912,312,0,1,1964,288
134000,5,1211,952,1211,250,0,1,1968,322
143000,6,1846,1040,1168,196,678,1,1949,315
137900,5,2136,2136,2136,756,0,2,1951,528
184000,7,1490,788,788,724,702,2,2004,388
145000,6,1138,588,1138,507,0,1,1958,264
214000,6,1933,894,894,0,1039,3,2007,668
147000,5,912,912,912,595,0,2,1965,576
367294,9,1702,1702,1702,1540,0,3,2008,1052
127000,5,1507,1075,1507,666,0,1,1960,404
190000,5,2620,1361,1361,498,1259,2,1977,600
132500,5,1190,1106,1190,803,0,2,1962,540
101800,4,1224,0,1224,0,0,2,1962,462
142000,5,1188,1188,1188,1000,0,2,1959,531
130000,5,1964,940,1024,0,940,0,1911,0
138887,5,1784,747,892,0,892,1,1914,180
175500,7,1626,764,764,0,862,2,2003,474
195000,7,1948,847,847,0,1101,2,2004,434
142500,6,1141,1141,1141,0,0,2,2005,484
265900,8,1484,1476,1484,428,0,2,2006,472
224900,7,1768,884,884,550,884,2,2003,543
248328,7,1689,1689,1689,0,0,3,2007,954
170000,7,1173,1053,1173,885,0,2,1974,528
465000,10,2076,2076,2076,1386,0,3,2006,850
230000,8,1517,792,792,0,725,2,1929,400
178000,6,1868,585,1140,0,728,2,1984,477
186500,7,1553,756,756,0,797,2,2005,615
169900,6,1034,1012,1034,539,0,3,1976,888
129500,6,2058,735,1134,319,924,2,1917,396
119000,5,988,876,988,534,0,1,1950,276
244000,7,2110,2110,2110,1065,0,2,1968,522
171750,7,1405,1405,1405,0,0,2,2003,478
130000,5,874,864,874,510,0,1,1968,288
294000,7,2167,1192,1516,125,651,2,1974,518
165400,7,1656,746,760,0,896,2,2003,397
127500,6,1367,884,959,425,408,1,1931,560
301500,8,1987,1986,1987,1314,0,2,1994,691
99900,5,864,864,864,0,0,0,1922,0
190000,7,1166,856,1166,655,0,2,2005,400
151000,6,1054,1054,1054,602,0,2,1969,460
181000,6,1675,841,892,0,783,2,1999,502
128900,5,1050,1050,1050,504,0,1,1956,338
161500,4,1788,1104,1104,0,684,1,1957,304
180500,6,1824,764,1060,0,764,2,1919,520
181000,6,1337,1405,1337,266,0,2,1998,511
183900,7,1452,691,713,450,739,2,1999,506
122000,7,1889,925,964,0,925,1,1910,308
378500,9,2018,2002,2018,0,0,3,2008,746
381000,8,3447,728,1968,192,1479,3,1935,1014
144000,5,1524,874,874,460,650,1,1958,315
260000,7,1524,1332,1332,1258,192,2,1979,586
185750,6,1489,1489,1489,0,0,2,1968,462
137000,5,935,935,935,560,0,1,1965,288
177000,6,1357,1019,1357,719,0,1,1959,312
139000,5,1250,661,661,0,589,2,1910,552
137000,5,1920,928,928,220,992,2,1948,400
162000,6,1395,723,735,593,660,2,1972,497
197900,6,1724,1680,1724,528,0,2,1967,480
237000,8,2031,1128,1128,804,903,2,2002,577
68400,4,1128,698,698,0,430,2,1920,528
227000,7,1573,1573,1573,788,0,2,2002,544
180000,7,1339,1309,1339,1053,0,2,1990,484
150500,5,1040,1040,1040,532,0,2,1977,484
139000,6,1824,912,912,0,912,0,1971,0
169000,6,2447,804,1699,0,748,1,1919,336
132500,6,1412,780,825,0,587,1,1939,280
143000,6,1328,1328,1328,569,0,2,1963,528
190000,5,1582,1624,1582,812,0,2,1964,390
278000,8,1659,1501,1659,1158,0,2,2000,499
281000,8,1970,1085,1120,0,850,3,2006,753
180500,5,1152,1152,1152,1014,0,2,1964,484
119500,5,1302,630,630,231,672,1,1972,264
107500,5,2372,994,1378,0,994,1,1892,432
162900,7,1664,832,832,194,832,2,1976,528
115000,5,864,864,864,167,0,2,1955,572
138500,5,1052,1052,1052,1016,0,1,1968,288
155000,5,1128,1120,1128,776,0,2,1963,525
140000,6,1072,547,1072,547,0,2,2005,525
160000,10,5642,6110,4692,5644,950,2,2008,1418
154000,5,1246,1246,1246,340,0,1,1959,305
225000,7,1983,978,1005,694,978,2,1999,490
177500,6,1494,771,753,547,741,1,1942,213
290000,8,2526,1165,1203,740,1323,3,1994,844
232000,7,1616,1616,1616,0,0,3,2005,834
130000,7,1708,976,976,0,732,2,2004,380
325000,9,1652,1652,1652,1572,0,2,2006,840
202500,7,1368,1368,1368,0,0,2,2005,474
138000,5,990,990,990,746,0,2,1994,480
147000,5,1122,924,1122,144,0,2,1948,528
179200,6,1294,1278,1294,1200,0,2,1991,496
335000,7,1902,1902,1902,1406,0,2,1959,567
203000,7,1274,1274,1274,925,0,2,2005,508
302000,8,2810,1453,1453,482,1357,2,1990,750
333168,9,2599,1393,1422,0,1177,3,1999,779
119000,4,948,948,948,732,0,1,1954,280
206900,6,2112,952,1092,500,1020,2,1969,576
295493,8,1630,1622,1630,0,0,3,2008,860
208900,7,1352,1352,1352,0,0,2,2006,466
275000,8,1787,1753,1787,0,0,3,2001,748
111000,4,948,864,948,492,0,1,1954,248
156500,6,1478,1478,1478,189,0,2,1957,442
72500,3,720,0,720,0,0,1,1949,287
190000,7,1923,750,1061,674,862,2,1992,564
82500,4,708,420,708,280,0,0,1940,0
147000,8,1795,1795,1795,0,0,3,2006,895
55000,4,796,796,796,0,0,0,1922,0
79000,3,774,544,774,544,0,0,1931,0
130500,5,816,816,816,641,0,1,1982,264
256000,6,2792,1510,1584,493,1208,2,1920,520
176500,7,1632,935,955,0,677,2,1998,462
227000,8,1588,1588,1588,0,0,3,2006,825
132500,5,954,911,954,483,0,2,1976,576
100000,4,816,816,816,690,0,1,1938,288
125500,5,1360,803,803,0,557,1,1938,297
125000,5,1365,765,765,765,600,2,1970,440
167900,6,1334,1350,1334,686,0,2,1977,630
135000,5,1656,1656,1656,0,0,2,1973,506
52500,4,693,693,693,0,0,0,1941,0
200000,7,1861,916,920,700,941,2,2002,492
128500,5,864,864,864,360,0,1,1972,288
123000,4,872,858,872,0,0,4,1971,480
155000,6,1114,1114,1114,814,0,2,2003,576
228500,8,2169,1284,1284,0,885,2,2002,647
177000,6,1913,896,1172,0,741,2,1928,342
155835,7,1456,728,728,0,728,2,2006,440
108500,4,960,960,960,250,0,1,1920,308
262500,7,2156,1568,2156,297,0,2,1968,508
283463,8,1776,1732,1776,80,0,3,2006,712
215000,7,1494,1482,1494,1443,0,2,1998,514
122000,8,2358,684,938,259,1215,0,1872,0
200000,5,2634,1248,1338,500,1296,4,1969,968
171000,6,1716,858,858,319,858,2,1962,490
134900,6,1176,698,786,0,390,2,1937,624
410000,8,3238,2033,2053,816,1185,3,1995,666
235000,7,1865,992,992,735,873,3,2000,839
170000,7,1920,570,1222,0,698,2,1968,487
110000,5,892,864,892,340,0,1,1966,264
149900,5,1078,1078,1078,734,0,2,1971,500
177500,6,1573,756,769,378,804,2,2000,440
315000,9,1980,1980,1980,1447,0,3,2004,770
189000,5,2601,612,990,0,1611,2,1921,621
260000,7,1530,1530,1530,1274,0,2,2005,430
104900,4,1738,715,1281,0,457,1,1920,368
156932,6,1412,616,616,0,796,2,2006,432
144152,7,1200,600,520,0,600,2,2005,480
216000,7,1674,814,814,533,860,2,2000,663
193000,7,1790,873,882,633,908,2,1999,588
127000,5,1475,757,925,548,550,1,1977,336
144000,6,848,848,848,685,0,2,2003,420
232000,8,1668,1657,1668,370,0,2,2003,502
105000,4,1374,840,840,315,534,1,1920,338
165500,6,1661,992,1661,831,0,1,1955,377
274300,7,2097,1108,1108,975,989,2,1998,583
466500,10,2633,2633,2633,1282,0,3,2001,804
250000,7,1958,1026,1026,0,932,3,2005,936
239000,8,1571,1571,1571,0,0,3,2007,722
91000,6,790,768,790,384,0,1,1930,160
117000,5,1604,984,984,408,620,2,1941,660
83000,6,987,483,483,309,504,1,1973,264
167500,5,1394,384,754,0,640,2,2006,400
58500,3,864,864,864,203,0,1,1914,200
237500,6,2117,1205,2117,865,0,2,1970,550
157000,7,1762,596,998,0,764,2,1920,576
112000,5,1416,816,1416,0,0,2,1918,576
105000,6,1258,560,698,204,560,1,1939,280
125500,4,1154,796,796,735,358,1,1922,240
250000,7,2784,1392,1392,790,1392,2,1978,564
136000,6,2526,714,1664,168,862,1,1916,216
377500,9,1746,1746,1746,1320,0,3,2006,758
131000,6,1218,735,869,375,349,2,1941,440
235000,7,1525,1525,1525,1400,0,2,2000,541
124000,5,1584,1584,1584,0,0,3,1967,792
123000,5,900,864,900,769,0,1,1967,288
163000,6,1912,482,1221,0,691,2,1905,672
246578,7,1500,1356,1500,1070,0,3,2006,648
281213,8,2482,1094,1133,0,1349,3,2005,642
160000,5,1687,747,1687,353,0,2,1948,572
137500,5,1513,939,939,0,574,1,1920,180
138000,5,1904,1208,1136,180,768,1,1950,240
137450,6,1608,976,1160,264,448,1,1925,216
120000,6,1158,862,950,0,208,1,1929,208
193000,6,1593,839,864,759,729,2,2004,398
193879,7,1294,1286,1294,0,0,2,2006,662
282922,8,1464,1485,1464,929,0,3,2007,754
105000,3,1214,672,694,0,520,3,1915,936
275000,8,1646,1594,1646,1373,0,2,2004,482
133000,5,768,768,768,656,0,2,1972,396
112000,5,833,833,833,625,0,0,1985,0
125500,4,1363,622,741,0,622,2,1910,528
215000,7,2093,791,1236,0,857,2,1986,542
230000,7,1840,944,944,666,896,2,2001,622
140000,6,1668,856,1112,120,556,1,1950,271
90000,4,1040,0,1040,0,0,2,1949,420
257000,8,1844,1844,1844,976,0,2,2005,620
207000,6,1848,833,1053,0,795,2,1923,370
175900,7,1569,1386,1569,988,0,3,2007,660
122500,4,2290,777,1246,0,1044,2,1885,560
340000,8,2450,1284,1310,781,1140,3,1998,1069
124000,5,1144,1144,1144,25,0,1,1963,336
223000,6,1844,1844,1844,1110,0,2,1969,540
179900,6,1416,708,708,404,708,2,1968,776
127500,6,1069,1069,1069,360,0,2,1977,440
136500,6,848,848,848,686,0,2,2003,420
274970,6,2201,697,1575,0,626,2,1966,432
144000,5,1344,1024,1344,457,0,1,1958,484
142000,6,1252,1252,1252,0,0,2,1959,528
271000,7,2127,1223,1223,1000,904,2,1994,525
140000,5,1558,913,1048,580,510,1,1945,288
119000,5,804,788,804,510,0,1,1940,240
182900,6,1440,1440,1440,678,0,2,1981,467
192140,5,1838,732,734,0,1104,2,2005,372
143750,6,958,958,958,958,0,2,1976,440
64500,4,968,656,968,0,0,1,1927,216
186500,6,1792,936,962,0,830,2,2000,451
160000,5,1126,1126,1126,936,0,2,1977,484
174000,6,1537,1319,1537,0,0,2,1962,462
120500,4,864,864,864,616,0,2,1971,528
394617,8,1932,1932,1932,1336,0,3,2008,774
149700,6,1236,912,1236,600,0,2,1957,923
197000,7,1725,539,1040,315,685,2,1979,550
191000,6,2555,588,1423,0,748,2,1922,672
149300,6,848,848,848,697,0,2,2004,420
310000,10,2007,1017,1026,765,981,3,2008,812
121000,6,952,952,952,0,0,1,1916,192
179600,7,1422,1422,1422,0,0,2,2004,626
129000,6,913,814,913,187,0,1,1966,240
157900,5,1188,1188,1188,593,0,1,1962,312
240000,8,2090,1220,1220,1079,870,2,1995,556
112000,4,1346,560,796,0,550,1,1910,384
92000,5,630,630,630,553,0,0,1970,0
136000,5,1792,896,896,0,896,0,1974,0
287090,8,1578,1573,1578,0,0,3,2008,840
145000,5,1072,547,1072,547,0,2,2005,525
84500,5,1140,1140,1140,0,0,0,2006,0
185000,7,1221,1221,1221,410,0,2,2004,400
175000,6,1647,953,953,0,694,2,1999,460
210000,6,2073,1542,2073,790,0,2,1978,500
266500,7,2340,1152,1188,275,1152,1,1941,252
142125,5,1078,1078,1078,49,0,1,1950,240
147500,5,1256,1256,1256,830,0,1,1965,276
